Away Team,City,Home Team,Match Date,Match ID,Match Referee,Player Of Match,Season,Team Gender,Toss Decision,Toss Winner,TV Umpire,Umpire,Venue,Winner,Number of Records,Winner Runs
Sri Lanka,Abu Dhabi,Pakistan,25-11-2011,530432,AJ Pycroft,Aizaz Cheema,2011/12,male,bat,Sri Lanka,Shozab Raza,"Ahsan Raza,Zameer Haider",Sheikh Zayed Stadium,Pakistan,1,
Pakistan,Mirpur,Bangladesh,29-11-2011,538068,J Srinath,Mohammad Hafeez,2011/12,male,bat,Pakistan,Enamul Haque,"Nadir Shah,Sharfuddoula",Shere Bangla National Stadium,Pakistan,1,50
West Indies,Cuttack,India,29-11-2011,536929,DC Boon,RG Sharma,2011/12,male,field,India,S Ravi,"AL Hill,SK Tarapore",Barabati Stadium,India,1,
New Zealand,Brisbane,Australia,01-12-2011,518947,AJ Pycroft,JL Pattinson,2011/12,male,bat,New Zealand,NJ Llong,"Aleem Dar,Asad Rauf","""Brisbane Cricket Ground",Australia,1,
Pakistan,Mirpur,Bangladesh,01-12-2011,538069,J Srinath,Shahid Afridi,2011/12,male,bat,Bangladesh,Sharfuddoula,"JD Cloete,Enamul Haque",Shere Bangla National Stadium,Pakistan,1,
West Indies,Visakhapatnam,India,02-12-2011,536930,DC Boon,V Kohli,2011/12,male,field,India,S Asnani,"AL Hill,S Ravi",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,1,
Pakistan,Mirpur,Bangladesh,03-12-2011,538070,J Srinath,Nasir Hossain,2011/12,male,bat,Pakistan,Enamul Haque,"JD Cloete,Nadir Shah",Shere Bangla National Stadium,Pakistan,1,76
West Indies,Ahmedabad,India,05-12-2011,536931,DC Boon,R Rampaul,2011/12,male,field,India,VA Kulkarni,"S Asnani,AL Hill","""Sardar Patel Stadium",West Indies,1,16
Pakistan,Chittagong,Bangladesh,06-12-2011,538071,J Srinath,Umar Akmal,2011/12,male,bat,Pakistan,Sharfuddoula,"JD Cloete,Enamul Haque",Zahur Ahmed Chowdhury Stadium,Pakistan,1,58
West Indies,Indore,India,08-12-2011,536932,DC Boon,V Sehwag,2011/12,male,bat,India,S Asnani,"AL Hill,S Ravi",Holkar Cricket Stadium,India,1,153
New Zealand,Hobart,Australia,09-12-2011,518948,AJ Pycroft,DA Warner,2011/12,male,field,Australia,Aleem Dar,"Asad Rauf,NJ Llong",Bellerive Oval,New Zealand,1,7
Pakistan,Chittagong,Bangladesh,09-12-2011,538072,J Srinath,Younis Khan,2011/12,male,field,Pakistan,Enamul Haque,"BR Doctrove,SK Tarapore",Zahur Ahmed Chowdhury Stadium,Pakistan,1,184
West Indies,Chennai,India,11-12-2011,536933,DC Boon,MK Tiwary,2011/12,male,bat,India,VA Kulkarni,"S Asnani,AL Hill","""MA Chidambaram Stadium",India,1,34
Sri Lanka,Centurion,South Africa,15-12-2011,514032,BC Broad,VD Philander,2011/12,male,field,South Africa,RA Kettleborough,"SJ Davis,RJ Tucker",SuperSport Park,South Africa,1,81
Pakistan,Mirpur,Bangladesh,17-12-2011,538073,DC Boon,Shakib Al Hasan,2011/12,male,field,Pakistan,Enamul Haque,"BR Doctrove,SK Tarapore",Shere Bangla National Stadium,Pakistan,1,
India,,Australia,26-12-2011,518950,RS Madugalle,JL Pattinson,2011/12,male,bat,Australia,PR Reiffel,"M Erasmus,IJ Gould",Melbourne Cricket Ground,Australia,1,122
Sri Lanka,Durban,South Africa,26-12-2011,514033,BC Broad,HMRKB Herath,2011/12,male,bat,Sri Lanka,RJ Tucker,"SJ Davis,RA Kettleborough",Kingsmead,Sri Lanka,1,208
India,,Australia,03-01-2012,518951,RS Madugalle,MJ Clarke,2011/12,male,bat,India,BNJ Oxenford,"M Erasmus,IJ Gould",Sydney Cricket Ground,Australia,1,68
Sri Lanka,Cape Town,South Africa,03-01-2012,514034,BC Broad,JH Kallis,2011/12,male,field,Sri Lanka,SJ Davis,"RA Kettleborough,RJ Tucker",Newlands,South Africa,1,
Sri Lanka,Paarl,South Africa,11-01-2012,514035,JJ Crowe,M Morkel,2011/12,male,bat,South Africa,RA Kettleborough,"BR Doctrove,M Erasmus",Boland Park,South Africa,1,258
India,Perth,Australia,13-01-2012,518952,RS Madugalle,DA Warner,2011/12,male,field,Australia,PR Reiffel,"Aleem Dar,HDPK Dharmasena",Western Australia Cricket Association Ground,Australia,1,37
Sri Lanka,East London,South Africa,14-01-2012,514036,JJ Crowe,JP Duminy,2011/12,male,field,South Africa,NJ Llong,"BR Doctrove,S George",Buffalo Park,South Africa,1,
Pakistan,,England,17-01-2012,531628,J Srinath,Saeed Ajmal,2011/12,male,bat,England,SJ Davis,"BF Bowden,BNJ Oxenford",Dubai International Cricket Stadium,Pakistan,1,
Sri Lanka,Bloemfontein,South Africa,17-01-2012,514037,JJ Crowe,F du Plessis,2011/12,male,bat,Sri Lanka,BR Doctrove,"JD Cloete,NJ Llong",Chevrolet Park,South Africa,1,4
Sri Lanka,Kimberley,South Africa,20-01-2012,514038,JJ Crowe,NLTC Perera,2011/12,male,bat,South Africa,NJ Llong,"JD Cloete,BR Doctrove",De Beers Diamond Oval,Sri Lanka,1,
Sri Lanka,Johannesburg,South Africa,22-01-2012,514039,JJ Crowe,KC Sangakkara,2011/12,male,field,Sri Lanka,BR Doctrove,"M Erasmus,NJ Llong",New Wanderers Stadium,Sri Lanka,1,
India,,Australia,24-01-2012,518953,RS Madugalle,PM Siddle,2011/12,male,bat,Australia,SD Fry,"Aleem Dar,HDPK Dharmasena",Adelaide Oval,Australia,1,298
Pakistan,Abu Dhabi,England,25-01-2012,531629,J Srinath,Abdur Rehman,2011/12,male,bat,Pakistan,BF Bowden,"SJ Davis,BNJ Oxenford",Sheikh Zayed Stadium,Pakistan,1,72
Zimbabwe,Napier,New Zealand,26-01-2012,520591,DC Boon,CS Martin,2011/12,male,field,Zimbabwe,NJ Llong,"Enamul Haque,RJ Tucker",McLean Park,New Zealand,1,301
India,Sydney,Australia,01-02-2012,518954,AJ Pycroft,MS Wade,2011/12,male,field,India,SD Fry,"BNJ Oxenford,PR Reiffel",Stadium Australia,Australia,1,31
India,,Australia,03-02-2012,518955,AJ Pycroft,RA Jadeja,2011/12,male,bat,Australia,PR Reiffel,"SD Fry,BNJ Oxenford",Melbourne Cricket Ground,India,1,
Pakistan,,England,03-02-2012,531630,JJ Crowe,Azhar Ali,2011/12,male,bat,Pakistan,SK Tarapore,"SJ Davis,SJA Taufel",Dubai International Cricket Stadium,Pakistan,1,71
Zimbabwe,Dunedin,New Zealand,03-02-2012,520592,DC Boon,MJ Guptill,2011/12,male,field,Zimbabwe,RJ Tucker,"Enamul Haque,CB Gaffaney",University Oval,New Zealand,1,90
India,,Australia,05-02-2012,518956,AJ Pycroft,MS Wade,2011/12,male,field,India,PR Reiffel,"NJ Llong,BNJ Oxenford",Melbourne Cricket Ground,Australia,1,65
Zimbabwe,Whangarei,New Zealand,06-02-2012,520593,DC Boon,RJ Nicol,2011/12,male,field,Zimbabwe,Enamul Haque,"AL Hill,RJ Tucker",Cobham Oval (New),New Zealand,1,141
Sri Lanka,Perth,India,08-02-2012,518957,AJ Pycroft,R Ashwin,2011/12,male,bat,Sri Lanka,BNJ Oxenford,"NJ Llong,PR Reiffel",Western Australia Cricket Association Ground,India,1,
Zimbabwe,Napier,New Zealand,09-02-2012,520594,DC Boon,BB McCullum,2011/12,male,bat,New Zealand,RJ Tucker,"GAV Baxter,Enamul Haque",McLean Park,New Zealand,1,202
Sri Lanka,Perth,Australia,10-02-2012,518958,AJ Pycroft,MJ Clarke,2011/12,male,field,Sri Lanka,PR Reiffel,"NJ Llong,BNJ Oxenford",Western Australia Cricket Association Ground,Australia,1,5
Zimbabwe,Auckland,New Zealand,11-02-2012,520595,DC Boon,MJ Guptill,2011/12,male,bat,Zimbabwe,CB Gaffaney,"GAV Baxter,BG Frost",Eden Park,New Zealand,1,
India,,Australia,12-02-2012,518959,AJ Pycroft,G Gambhir,2011/12,male,bat,Australia,BNJ Oxenford,"NJ Llong,PR Reiffel",Adelaide Oval,India,1,
Pakistan,Abu Dhabi,England,13-02-2012,531631,JJ Crowe,AN Cook,2011/12,male,bat,England,HDPK Dharmasena,"Ahsan Raza,SJA Taufel",Sheikh Zayed Stadium,England,1,130
Sri Lanka,,India,14-02-2012,518960,AJ Pycroft,MS Dhoni,2011/12,male,bat,Sri Lanka,BNJ Oxenford,"SD Fry,NJ Llong",Adelaide Oval,,1,
Zimbabwe,Hamilton,New Zealand,14-02-2012,520596,RS Mahanama,JEC Franklin,2011/12,male,bat,Zimbabwe,BG Frost,"CB Gaffaney,AL Hill",Seddon Park,New Zealand,1,
Pakistan,Abu Dhabi,England,15-02-2012,531632,JJ Crowe,AN Cook,2011/12,male,bat,England,SJA Taufel,"Aleem Dar,HDPK Dharmasena",Sheikh Zayed Stadium,England,1,20
Sri Lanka,,Australia,17-02-2012,518961,AJ Pycroft,NLTC Perera,2011/12,male,bat,Australia,BNJ Oxenford,"BF Bowden,SD Fry",Sydney Cricket Ground,Sri Lanka,1,
South Africa,Wellington,New Zealand,17-02-2012,520597,RS Mahanama,MJ Guptill,2011/12,male,field,New Zealand,CB Gaffaney,"GAV Baxter,BG Frost",Westpac Stadium,New Zealand,1,
Pakistan,,England,18-02-2012,531633,JJ Crowe,KP Pietersen,2011/12,male,bat,Pakistan,HDPK Dharmasena,"Aleem Dar,SJA Taufel",Dubai International Cricket Stadium,England,1,
India,Brisbane,Australia,19-02-2012,518962,AJ Pycroft,BW Hilfenhaus,2011/12,male,bat,Australia,BNJ Oxenford,"BF Bowden,SJ Davis","""Brisbane Cricket Ground",Australia,1,110
South Africa,Hamilton,New Zealand,19-02-2012,520598,RS Mahanama,RE Levi,2011/12,male,field,South Africa,BG Frost,"GAV Baxter,CB Gaffaney",Seddon Park,South Africa,1,
Pakistan,,England,21-02-2012,531634,JJ Crowe,KP Pietersen,2011/12,male,bat,Pakistan,SJA Taufel,"HDPK Dharmasena,Zameer Haider",Dubai International Cricket Stadium,England,1,
Sri Lanka,Brisbane,India,21-02-2012,518963,BC Broad,KMDN Kulasekara,2011/12,male,bat,Sri Lanka,SJ Davis,"BF Bowden,PR Reiffel","""Brisbane Cricket Ground",Sri Lanka,1,51
South Africa,Auckland,New Zealand,22-02-2012,520599,RS Mahanama,J Botha,2011/12,male,field,New Zealand,BG Frost,"GAV Baxter,CB Gaffaney",Eden Park,South Africa,1,3
Pakistan,,England,23-02-2012,531635,JJ Crowe,Umar Gul,2011/12,male,field,England,Zameer Haider,"Ahsan Raza,Shozab Raza",Dubai International Cricket Stadium,Pakistan,1,8
Sri Lanka,Hobart,Australia,24-02-2012,518964,BC Broad,DPMD Jayawardene,2011/12,male,bat,Australia,SD Fry,"BF Bowden,BNJ Oxenford",Bellerive Oval,Sri Lanka,1,
Pakistan,,England,25-02-2012,531636,JJ Crowe,JM Bairstow,2011/12,male,bat,England,Shozab Raza,"Ahsan Raza,Zameer Haider",Dubai International Cricket Stadium,England,1,38
South Africa,Wellington,New Zealand,25-02-2012,520600,RS Mahanama,AB de Villiers,2011/12,male,bat,New Zealand,Aleem Dar,"CB Gaffaney,RK Illingworth",Westpac Stadium,South Africa,1,
India,,Australia,26-02-2012,518965,BC Broad,DA Warner,2011/12,male,bat,Australia,SD Fry,"BF Bowden,SJA Taufel",Sydney Cricket Ground,Australia,1,87
Pakistan,Abu Dhabi,England,27-02-2012,531637,JJ Crowe,KP Pietersen,2011/12,male,bat,England,Ahsan Raza,"Shozab Raza,Zameer Haider",Sheikh Zayed Stadium,England,1,5
Sri Lanka,Hobart,India,28-02-2012,518966,BC Broad,V Kohli,2011/12,male,field,India,SD Fry,"Asad Rauf,SJA Taufel",Bellerive Oval,India,1,
South Africa,Napier,New Zealand,29-02-2012,520601,RS Mahanama,M Morkel,2011/12,male,field,South Africa,RK Illingworth,"Aleem Dar,GAV Baxter",McLean Park,South Africa,1,
Sri Lanka,,Australia,02-03-2012,518967,BC Broad,LD Chandimal,2011/12,male,bat,Sri Lanka,SD Fry,"Asad Rauf,RJ Tucker",Melbourne Cricket Ground,Sri Lanka,1,9
South Africa,Auckland,New Zealand,03-03-2012,520602,RS Mahanama,M de Lange,2011/12,male,field,South Africa,Aleem Dar,"CB Gaffaney,RK Illingworth",Eden Park,South Africa,1,
Sri Lanka,Brisbane,Australia,04-03-2012,518968,BC Broad,DA Warner,2011/12,male,bat,Australia,BNJ Oxenford,"Asad Rauf,PR Reiffel","""Brisbane Cricket Ground",Australia,1,15
Sri Lanka,,Australia,06-03-2012,518969,BC Broad,TM Dilshan,2011/12,male,bat,Australia,PR Reiffel,"Asad Rauf,BNJ Oxenford",Adelaide Oval,Sri Lanka,1,
South Africa,Dunedin,New Zealand,07-03-2012,520603,RS Mahanama,GC Smith,2011/12,male,field,New Zealand,RA Kettleborough,"Aleem Dar,BR Doctrove",University Oval,,1,
Sri Lanka,,Australia,08-03-2012,518970,BC Broad,CJ McKay,2011/12,male,field,Sri Lanka,SD Fry,"Asad Rauf,BNJ Oxenford",Adelaide Oval,Australia,1,16
Pakistan,Mirpur,Bangladesh,11-03-2012,535794,DC Boon,Mohammad Hafeez,2011/12,male,field,Bangladesh,S Ravi,"IJ Gould,PR Reiffel",Shere Bangla National Stadium,Pakistan,1,21
Sri Lanka,Mirpur,India,13-03-2012,535795,DC Boon,V Kohli,2011/12,male,field,Sri Lanka,Shozab Raza,"SJ Davis,IJ Gould",Shere Bangla National Stadium,India,1,50
Sri Lanka,Mirpur,Pakistan,15-03-2012,535796,DC Boon,Aizaz Cheema,2011/12,male,bat,Sri Lanka,Sharfuddoula,"SJ Davis,PR Reiffel",Shere Bangla National Stadium,Pakistan,1,
South Africa,Hamilton,New Zealand,15-03-2012,520604,RS Madugalle,VD Philander,2011/12,male,field,South Africa,Aleem Dar,"BR Doctrove,RA Kettleborough",Seddon Park,South Africa,1,
Australia,St Vincent,West Indies,16-03-2012,540168,AJ Pycroft,GJ Bailey,2011/12,male,bat,Australia,SK Tarapore,"HDPK Dharmasena,PJ Nero","""Arnos Vale Ground",Australia,1,64
India,Mirpur,Bangladesh,16-03-2012,535797,DC Boon,Shakib Al Hasan,2011/12,male,field,Bangladesh,RSA Palliyaguruge,"IJ Gould,PR Reiffel",Shere Bangla National Stadium,Bangladesh,1,
Pakistan,Mirpur,India,18-03-2012,535798,DC Boon,V Kohli,2011/12,male,bat,Pakistan,Sharfuddoula,"SJ Davis,IJ Gould",Shere Bangla National Stadium,India,1,
Australia,St Vincent,West Indies,18-03-2012,540169,AJ Pycroft,SP Narine,2011/12,male,field,West Indies,HDPK Dharmasena,"GO Brathwaite,SK Tarapore","""Arnos Vale Ground",West Indies,1,
Australia,St Vincent,West Indies,20-03-2012,540170,AJ Pycroft,MEK Hussey,2011/12,male,bat,Australia,SK Tarapore,"HDPK Dharmasena,PJ Nero","""Arnos Vale Ground",,1,
Sri Lanka,Mirpur,Bangladesh,20-03-2012,535799,DC Boon,Shakib Al Hasan,2011/12,male,field,Bangladesh,S Ravi,"SJ Davis,PR Reiffel",Shere Bangla National Stadium,Bangladesh,1,
Pakistan,Mirpur,Bangladesh,22-03-2012,535800,DC Boon,Shahid Afridi,2011/12,male,field,Bangladesh,S Ravi,"SJ Davis,IJ Gould",Shere Bangla National Stadium,Pakistan,1,2
Australia,St Lucia,West Indies,23-03-2012,540171,AJ Pycroft,KA Pollard,2011/12,male,field,Australia,HDPK Dharmasena,"GO Brathwaite,SK Tarapore","""Beausejour Stadium",West Indies,1,42
South Africa,Wellington,New Zealand,23-03-2012,520605,RS Madugalle,M Morkel,2011/12,male,field,New Zealand,BR Doctrove,"Aleem Dar,RA Kettleborough",Basin Reserve,,1,
Australia,St Lucia,West Indies,25-03-2012,540172,AJ Pycroft,DJG Sammy,2011/12,male,field,West Indies,SK Tarapore,"HDPK Dharmasena,PJ Nero","""Beausejour Stadium",Australia,1,30
England,,Sri Lanka,26-03-2012,521225,J Srinath,HMRKB Herath,2011/12,male,bat,Sri Lanka,BNJ Oxenford,"Asad Rauf,RJ Tucker",Galle International Stadium,Sri Lanka,1,75
Australia,St Lucia,West Indies,27-03-2012,540173,AJ Pycroft,SR Watson,2011/12,male,bat,West Indies,N Duguid,"GO Brathwaite,PJ Nero","""Beausejour Stadium",Australia,1,
Australia,Barbados,West Indies,30-03-2012,540174,AJ Pycroft,DR Smith,2011/12,male,bat,West Indies,N Duguid,"PJ Nero,JS Wilson","""Kensington Oval",West Indies,1,14
India,Johannesburg,South Africa,30-03-2012,556252,BC Broad,CA Ingram,2011/12,male,field,India,AT Holdstock,"JD Cloete,S George",New Wanderers Stadium,South Africa,1,11
England,Colombo,Sri Lanka,03-04-2012,521226,J Srinath,KP Pietersen,2011/12,male,bat,Sri Lanka,RJ Tucker,"Asad Rauf,BNJ Oxenford",P Sara Oval,England,1,
Australia,Barbados,West Indies,07-04-2012,540176,JJ Crowe,RJ Harris,2011/12,male,bat,West Indies,M Erasmus,"IJ Gould,AL Hill","""Kensington Oval",Australia,1,
Australia,Trinidad,West Indies,15-04-2012,540177,JJ Crowe,KAJ Roach,2011/12,male,bat,Australia,AL Hill,"M Erasmus,IJ Gould","""Queen's Park Oval",,1,
Australia,Dominica,West Indies,23-04-2012,540178,JJ Crowe,MS Wade,2011/12,male,bat,Australia,IJ Gould,"M Erasmus,AL Hill","""Windsor Park",Australia,1,75
West Indies,London,England,17-05-2012,534205,RS Mahanama,SCJ Broad,2012,male,field,England,Asad Rauf,"Aleem Dar,M Erasmus",Lord's,England,1,
West Indies,Nottingham,England,25-05-2012,534206,RS Mahanama,TT Bresnan,2012,male,bat,West Indies,M Erasmus,"Aleem Dar,Asad Rauf",Trent Bridge,England,1,
Pakistan,Hambantota,Sri Lanka,01-06-2012,562437,BC Broad,NLTC Perera,2012,male,bat,Sri Lanka,RSA Palliyaguruge,"EAR de Silva,REJ Martinesz","""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,1,37
Pakistan,Hambantota,Sri Lanka,03-06-2012,562438,BC Broad,Shahid Afridi,2012,male,bat,Pakistan,EAR de Silva,"REJ Martinesz,RSA Palliyaguruge","""Mahinda Rajapaksa International Cricket Stadium",Pakistan,1,23
Pakistan,,Sri Lanka,07-06-2012,562439,BC Broad,Umar Gul,2012,male,bat,Sri Lanka,RSA Palliyaguruge,"REJ Martinesz,PR Reiffel",Pallekele International Cricket Stadium,Pakistan,1,
West Indies,Birmingham,England,07-06-2012,534207,RS Mahanama,TL Best,2012,male,field,England,Aleem Dar,"HDPK Dharmasena,AL Hill",Edgbaston,,1,
Pakistan,,Sri Lanka,09-06-2012,562440,BC Broad,NLTC Perera,2012,male,bat,Sri Lanka,REJ Martinesz,"RSA Palliyaguruge,PR Reiffel",Pallekele International Cricket Stadium,Sri Lanka,1,76
Pakistan,Colombo,Sri Lanka,13-06-2012,562441,BC Broad,,2012,male,bat,Pakistan,RSA Palliyaguruge,"EAR de Silva,PR Reiffel",R Premadasa Stadium,,1,
Pakistan,Colombo,Sri Lanka,16-06-2012,562442,BC Broad,NLTC Perera,2012,male,bat,Sri Lanka,RSA Palliyaguruge,"REJ Martinesz,PR Reiffel",R Premadasa Stadium,Sri Lanka,1,44
West Indies,Southampton,England,16-06-2012,534209,JJ Crowe,IR Bell,2012,male,field,West Indies,AL Hill,"HDPK Dharmasena,RA Kettleborough",The Rose Bowl,England,1,114
Pakistan,Colombo,Sri Lanka,18-06-2012,562443,BC Broad,AD Mathews,2012,male,bat,Pakistan,RSA Palliyaguruge,"REJ Martinesz,PR Reiffel",R Premadasa Stadium,Sri Lanka,1,
West Indies,London,England,19-06-2012,534210,JJ Crowe,AN Cook,2012,male,field,England,HDPK Dharmasena,"RJ Bailey,AL Hill",Kennington Oval,England,1,
Pakistan,,Sri Lanka,22-06-2012,562444,DC Boon,KC Sangakkara,2012,male,bat,Sri Lanka,REJ Martinesz,"SJ Davis,IJ Gould",Galle International Stadium,Sri Lanka,1,209
West Indies,Nottingham,England,24-06-2012,534208,JJ Crowe,AD Hales,2012,male,bat,West Indies,RJ Bailey,"RK Illingworth,RA Kettleborough",Trent Bridge,England,1,
Australia,London,England,29-06-2012,534215,J Srinath,EJG Morgan,2012,male,field,Australia,M Erasmus,"Aleem Dar,RA Kettleborough",Lord's,England,1,15
Pakistan,Colombo,Sri Lanka,30-06-2012,562445,DC Boon,Junaid Khan,2012,male,field,Sri Lanka,RSA Palliyaguruge,"IJ Gould,SJA Taufel",Sinhalese Sports Club Ground,,1,
West Indies,Lauderhill,New Zealand,30-06-2012,560921,AJ Pycroft,CH Gayle,2012,male,field,New Zealand,GO Brathwaite,"PJ Nero,JS Wilson",Central Broward Regional Park Stadium Turf Ground,West Indies,1,56
Australia,London,England,01-07-2012,534216,J Srinath,RS Bopara,2012,male,bat,Australia,Aleem Dar,"M Erasmus,RK Illingworth",Kennington Oval,England,1,
West Indies,Lauderhill,New Zealand,01-07-2012,560922,AJ Pycroft,SP Narine,2012,male,bat,West Indies,N Duguid,"PJ Nero,JS Wilson",Central Broward Regional Park Stadium Turf Ground,West Indies,1,61
New Zealand,Jamaica,West Indies,05-07-2012,560923,AJ Pycroft,AD Russell,2012,male,field,West Indies,RK Illingworth,"RA Kettleborough,PJ Nero","""Sabina Park",West Indies,1,
Australia,Chester-le-Street,England,07-07-2012,534218,J Srinath,ST Finn,2012,male,field,England,Aleem Dar,"M Erasmus,NJ Llong",Riverside Ground,England,1,
New Zealand,Jamaica,West Indies,07-07-2012,560924,AJ Pycroft,MN Samuels,2012,male,field,New Zealand,RA Kettleborough,"GO Brathwaite,RK Illingworth","""Sabina Park",West Indies,1,55
Pakistan,,Sri Lanka,08-07-2012,562446,DC Boon,Asad Shafiq,2012,male,field,Sri Lanka,REJ Martinesz,"SJ Davis,SJA Taufel",Pallekele International Cricket Stadium,,1,
Australia,Manchester,England,10-07-2012,534219,J Srinath,RS Bopara,2012,male,field,England,M Erasmus,"Aleem Dar,IJ Gould",Old Trafford,England,1,
New Zealand,St Kitts,West Indies,11-07-2012,560925,AJ Pycroft,RJ Nicol,2012,male,field,West Indies,RK Illingworth,"RA Kettleborough,JS Wilson","""Warner Park",New Zealand,1,88
New Zealand,St Kitts,West Indies,14-07-2012,560926,AJ Pycroft,SP Narine,2012,male,bat,West Indies,RA Kettleborough,"RK Illingworth,PJ Nero","""Warner Park",West Indies,1,24
New Zealand,St Kitts,West Indies,16-07-2012,560927,AJ Pycroft,SP Narine,2012,male,bat,West Indies,RK Illingworth,"RA Kettleborough,JS Wilson","""Warner Park",West Indies,1,20
South Africa,London,England,19-07-2012,534225,JJ Crowe,HM Amla,2012,male,bat,England,HDPK Dharmasena,"Asad Rauf,SJ Davis",Kennington Oval,South Africa,1,12
India,Hambantota,Sri Lanka,21-07-2012,564781,BC Broad,V Kohli,2012,male,bat,India,RSA Palliyaguruge,"REJ Martinesz,BNJ Oxenford","""Mahinda Rajapaksa International Cricket Stadium",India,1,21
India,Hambantota,Sri Lanka,24-07-2012,564782,BC Broad,NLTC Perera,2012,male,bat,India,REJ Martinesz,"BNJ Oxenford,RSA Palliyaguruge","""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,1,
New Zealand,Antigua,West Indies,25-07-2012,560929,RS Madugalle,SP Narine,2012,male,bat,New Zealand,M Erasmus,"RA Kettleborough,PR Reiffel","""Sir Vivian Richards Stadium",West Indies,1,
India,Colombo,Sri Lanka,28-07-2012,564783,BC Broad,SK Raina,2012,male,bat,Sri Lanka,REJ Martinesz,"HDPK Dharmasena,BNJ Oxenford",R Premadasa Stadium,India,1,
India,Colombo,Sri Lanka,31-07-2012,564784,BC Broad,V Kohli,2012,male,bat,Sri Lanka,TH Wijewardene,"HDPK Dharmasena,BNJ Oxenford",R Premadasa Stadium,India,1,
New Zealand,Jamaica,West Indies,02-08-2012,560930,RS Madugalle,MN Samuels,2012,male,field,West Indies,RA Kettleborough,"M Erasmus,PR Reiffel","""Sabina Park",West Indies,1,
South Africa,Leeds,England,02-08-2012,534226,JJ Crowe,KP Pietersen,2012,male,field,England,Asad Rauf,"SJ Davis,RJ Tucker",Headingley,,1,
India,,Sri Lanka,04-08-2012,564785,BC Broad,IK Pathan,2012,male,bat,India,RSA Palliyaguruge,"BNJ Oxenford,TH Wijewardene",Pallekele International Cricket Stadium,India,1,20
India,,Sri Lanka,07-08-2012,564786,BC Broad,IK Pathan,2012,male,field,Sri Lanka,RSA Palliyaguruge,"HDPK Dharmasena,TH Wijewardene",Pallekele International Cricket Stadium,India,1,39
South Africa,London,England,16-08-2012,534227,JJ Crowe,VD Philander,2012,male,bat,South Africa,RJ Tucker,"HDPK Dharmasena,SJA Taufel",Lord's,South Africa,1,51
New Zealand,Hyderabad,India,23-08-2012,565817,BC Broad,R Ashwin,2012,male,bat,India,VA Kulkarni,"SJ Davis,IJ Gould","""Rajiv Gandhi International Stadium",India,1,115
South Africa,Cardiff,England,24-08-2012,534228,AJ Pycroft,,2012,male,field,South Africa,SJA Taufel,"HDPK Dharmasena,RA Kettleborough",Sophia Gardens,,1,
Pakistan,,Australia,28-08-2012,571145,J Srinath,MA Starc,2012,male,bat,Pakistan,NJ Llong,"BF Bowden,Zameer Haider",Sharjah Cricket Stadium,Australia,1,
South Africa,Southampton,England,28-08-2012,534229,AJ Pycroft,HM Amla,2012,male,bat,South Africa,HDPK Dharmasena,"RJ Bailey,SJA Taufel",The Rose Bowl,South Africa,1,80
New Zealand,Bangalore,India,31-08-2012,565818,BC Broad,V Kohli,2012,male,bat,New Zealand,S Asnani,"SJ Davis,IJ Gould",M Chinnaswamy Stadium,India,1,
Pakistan,Abu Dhabi,Australia,31-08-2012,571146,RS Mahanama,Nasir Jamshed,2012,male,bat,Australia,BF Bowden,"Ahsan Raza,NJ Llong",Sheikh Zayed Stadium,Pakistan,1,
South Africa,London,England,31-08-2012,534230,AJ Pycroft,EJG Morgan,2012,male,bat,South Africa,SJA Taufel,"HDPK Dharmasena,RA Kettleborough",Kennington Oval,England,1,
South Africa,London,England,02-09-2012,534231,AJ Pycroft,IR Bell,2012,male,field,England,HDPK Dharmasena,"RK Illingworth,SJA Taufel",Lord's,England,1,
Pakistan,,Australia,03-09-2012,571147,RS Mahanama,MEK Hussey,2012,male,field,Australia,NJ Llong,"Ahsan Raza,BF Bowden",Sharjah Cricket Stadium,Australia,1,
South Africa,Nottingham,England,05-09-2012,534232,AJ Pycroft,HM Amla,2012,male,bat,England,SJA Taufel,"HDPK Dharmasena,RK Illingworth",Trent Bridge,South Africa,1,
Pakistan,,Australia,05-09-2012,571148,RS Mahanama,Mohammad Hafeez,2012,male,field,Pakistan,Zameer Haider,"Ahsan Raza,Shozab Raza",Dubai International Cricket Stadium,Pakistan,1,
Pakistan,,Australia,07-09-2012,571149,RS Mahanama,Saeed Ajmal,2012,male,bat,Pakistan,Ahsan Raza,"Shozab Raza,Zameer Haider",Dubai International Cricket Stadium,,1,
South Africa,Chester-le-Street,England,08-09-2012,534233,AJ Pycroft,DW Steyn,2012,male,field,South Africa,MA Gough,"RJ Bailey,RK Illingworth",Riverside Ground,South Africa,1,
Pakistan,,Australia,10-09-2012,571150,RS Mahanama,DA Warner,2012,male,field,Pakistan,Shozab Raza,"Ahsan Raza,Zameer Haider",Dubai International Cricket Stadium,Australia,1,94
South Africa,Manchester,England,10-09-2012,534234,AJ Pycroft,,2012,male,field,England,RT Robinson,"RJ Bailey,RK Illingworth",Old Trafford,,1,
New Zealand,Chennai,India,11-09-2012,565820,BC Broad,BB McCullum,2012,male,field,India,S Asnani,"VA Kulkarni,S Ravi","""MA Chidambaram Stadium",New Zealand,1,1
